sensor_id;sensor_type;location;lat;lon;timestamp;pressure;altitude;pressure_sealevel;temperature;humidity
141;BME280;65;48.778;9.160;2024-06-05T12:04:08;98284.00;;;22.57;80.54
141;BME280;65;48.778;9.160;2024-06-05T12:06:54;98282.44;;;21.98;91.50
141;BME280;65;48.778;9.160;2024-06-05T12:09:43;98283.34;;;21.56;90.81
141;BME280;65;48.778;9.160;2024-06-05T12:12:29;98271.97;;;21.28;88.09
141;BME280;65;48.778;9.160;2024-06-05T12:15:15;98268.41;;;20.86;92.12
141;BME280;65;48.778;9.160;2024-06-05T12:18:01;98270.25;;;20.85;98.37
141;BME280;65;48.778;9.160;2024-06-05T12:20:47;98283.38;;;21.64;89.76
141;BME280;65;48.778;9.160;2024-06-05T12:23:32;98279.44;;;22.41;88.58
141;BME280;65;48.778;9.160;2024-06-05T12:26:18;98280.88;;;23.09;79.85
141;BME280;65;48.778;9.160;2024-06-05T12:29:04;98273.44;;;23.89;73.53
141;BME280;65;48.778;9.160;2024-06-05T12:31:50;98265.13;;;23.29;78.50
141;BME280;65;48.778;9.160;2024-06-05T12:34:36;98265.25;;;22.96;82.11
141;BME280;65;48.778;9.160;2024-06-05T12:37:22;98254.97;;;23.39;75.36
141;BME280;65;48.778;9.160;2024-06-05T12:40:08;98257.44;;;23.57;73.13
141;BME280;65;48.778;9.160;2024-06-05T12:42:54;98249.00;;;23.21;72.28
141;BME280;65;48.778;9.160;2024-06-05T12:45:40;98248.41;;;22.78;85.47
141;BME280;65;48.778;9.160;2024-06-05T12:48:26;98246.16;;;23.14;80.87
141;BME280;65;48.778;9.160;2024-06-05T12:51:11;98249.56;;;23.39;78.01
141;BME280;65;48.778;9.160;2024-06-05T12:53:59;98253.38;;;23.22;72.88
141;BME280;65;48.778;9.160;2024-06-05T12:56:44;98252.31;;;23.93;71.51
141;BME280;65;48.778;9.160;2024-06-05T12:59:30;98239.81;;;24.75;66.04
141;BME280;65;48.778;9.160;2024-06-05T13:02:16;98245.63;;;24.87;65.94
141;BME280;65;48.778;9.160;2024-06-05T13:05:02;98235.41;;;24.74;68.93
141;BME280;65;48.778;9.160;2024-06-05T13:07:49;98233.34;;;24.47;66.28
141;BME280;65;48.778;9.160;2024-06-05T13:10:35;98224.53;;;24.07;64.17
141;BME280;65;48.778;9.160;2024-06-05T13:13:24;98225.81;;;23.96;75.46
141;BME280;65;48.778;9.160;2024-06-05T13:16:10;98231.06;;;23.67;72.17
141;BME280;65;48.778;9.160;2024-06-05T13:18:55;98224.22;;;23.56;81.53
141;BME280;65;48.778;9.160;2024-06-05T13:21:41;98220.78;;;23.71;73.16
141;BME280;65;48.778;9.160;2024-06-05T13:24:27;98226.31;;;23.38;74.81
141;BME280;65;48.778;9.160;2024-06-05T13:27:13;98226.19;;;23.31;79.09
141;BME280;65;48.778;9.160;2024-06-05T13:30:07;98222.16;;;23.58;69.93
141;BME280;65;48.778;9.160;2024-06-05T13:32:53;98214.03;;;24.12;69.15
141;BME280;65;48.778;9.160;2024-06-05T13:35:39;98210.06;;;24.75;65.87
141;BME280;65;48.778;9.160;2024-06-05T13:38:25;98202.16;;;24.88;66.75
141;BME280;65;48.778;9.160;2024-06-05T13:41:11;98203.03;;;25.40;70.66
141;BME280;65;48.778;9.160;2024-06-05T13:43:57;98195.50;;;25.35;65.89
141;BME280;65;48.778;9.160;2024-06-05T13:46:42;98196.47;;;25.13;64.62
141;BME280;65;48.778;9.160;2024-06-05T13:49:28;98191.59;;;24.64;71.90
141;BME280;65;48.778;9.160;2024-06-05T13:52:14;98201.50;;;23.96;72.50
141;BME280;65;48.778;9.160;2024-06-05T13:55:00;98193.63;;;24.10;68.78
141;BME280;65;48.778;9.160;2024-06-05T13:57:45;98188.53;;;24.67;63.91
141;BME280;65;48.778;9.160;2024-06-05T14:00:31;98191.53;;;24.87;66.74
141;BME280;65;48.778;9.160;2024-06-05T14:03:17;98192.66;;;24.92;65.57
141;BME280;65;48.778;9.160;2024-06-05T14:06:03;98188.84;;;25.02;65.13
141;BME280;65;48.778;9.160;2024-06-05T14:08:48;98184.91;;;24.89;64.71
141;BME280;65;48.778;9.160;2024-06-05T14:11:34;98181.00;;;25.43;62.82
141;BME280;65;48.778;9.160;2024-06-05T14:14:20;98187.69;;;25.62;57.98
141;BME280;65;48.778;9.160;2024-06-05T14:17:06;98180.41;;;25.26;63.74
